0,0
0.2,-0.011127871
0.4,-0.030881962
0.6,0.001154242
0.8,-0.022035268
1,1.52E-04
1.2,-0.032740838
1.4,0.032531884
1.6,-0.08858398
1.8,0.128921012
2,-0.237326664
2.2,0.287120248
2.4,-0.278004182
2.6,0.058683789
2.8,0.234408447
3,-0.571953339
3.2,0.717834856
3.4,-0.693948036
3.5,0.545689842
3.505,0.596853481
3.51,0.643011568
3.515,0.683847104
3.52,0.718826504
3.525,0.747459989
3.53,0.769568163
3.535,0.78501266
3.54,0.793647117
3.545,0.795329231
3.55,0.790103513
3.555,0.777959719
3.56,0.759131489
3.565,0.733743317
3.57,0.701942272
3.575,0.664020191
3.58,0.620388993
3.585,0.571319803
3.59,0.51714446
3.595,0.458494262
3.6,0.395730976
3.605,0.329343187
3.61,0.259965399
3.615,0.188126963
3.62,0.114401107
3.625,0.039434269
3.63,-0.036169648
3.635,-0.111779818
3.64,-0.186739183
3.645,-0.260420683
3.65,-0.332174428
3.655,-0.401426646
3.66,-0.467559942
3.665,-0.529998475
3.67,-0.588184238
3.675,-0.641509536
3.68,-0.689579873
3.685,-0.731930359
3.69,-0.768091646
3.695,-0.797901484
3.7,-0.821082814
3.705,-0.837504972
3.71,-0.846826671
3.715,-0.848992118
3.72,-0.844051132
3.725,-0.83212283
3.73,-0.813284346
3.735,-0.787572394
3.74,-0.755249004
3.745,-0.716697093
3.75,-0.672164275
3.755,-0.621971472
3.76,-0.566579139
3.765,-0.506473656
3.77,-0.442073154
3.775,-0.373865907
3.78,-0.302460145
3.785,-0.228446241
3.79,-0.152465384
3.795,-0.075097526
3.8,0.003007275
3.805,0.081178309
3.81,0.158721083
3.815,0.234985384
3.82,0.309330119
3.825,0.381078042
3.83,0.449618367
3.835,0.514243306
3.84,0.574493579
3.845,0.629771573
3.85,0.679552734
3.855,0.72343687
3.86,0.761079365
3.865,0.792021958
3.87,0.81601449
3.875,0.832949286
3.88,0.842688109
3.885,0.845060357
3.89,0.840084482
3.895,0.827842847
3.9,0.808488877
3.905,0.782226011
3.91,0.749209522
3.915,0.709699651
3.92,0.664192421
3.925,0.612955
3.93,0.556357015
3.935,0.494939053
3.94,0.429278869
3.945,0.35975616
3.95,0.287014945
3.955,0.211704785
3.96,0.134345124
3.965,0.055616364
3.97,-0.02375395
3.975,-0.103212501
3.98,-0.182058368
3.985,-0.259623317
3.99,-0.335211764
3.995,-0.408188148
4,-0.477993871
4.005,-0.543980045
4.01,-0.605571469
4.015,-0.662152103
4.02,-0.713260635
4.025,-0.758435444
4.03,-0.797197281
4.035,-0.829335519
4.04,-0.854552489
4.045,-0.872765299
4.05,-0.883578995
4.055,-0.886999629
4.06,-0.882978748
4.065,-0.871654402
4.07,-0.853123678
4.075,-0.827459849
4.08,-0.79488342
4.085,-0.755755968
4.09,-0.7104534
4.095,-0.659178598
4.1,-0.602437356
4.105,-0.540778559
4.11,-0.474608728
4.115,-0.404412367
4.12,-0.330796975
4.125,-0.254402392
4.13,-0.175826564
4.135,-0.095763569
4.14,-0.014844793
4.145,0.066315294
4.15,0.146895804
4.155,0.226239531
4.16,0.303743076
4.165,0.378663492
4.17,0.450338643
4.175,0.518141568
4.18,0.581427273
4.185,0.639703202
4.19,0.692389884
4.195,0.739026844
4.2,0.779272187
4.205,0.812685422
4.21,0.838976895
4.215,0.857922771
4.22,0.869521922
4.225,0.873550148
4.23,0.869980101
4.235,0.858910267
4.24,0.84048413
4.245,0.814910232
4.25,0.782372322
4.255,0.743057588
4.26,0.69747906
4.265,0.645992637
4.27,0.588930895
4.275,0.526784101
4.28,0.460194696
4.285,0.389551605
4.29,0.315426407
4.295,0.238572383
4.3,0.159498792
4.305,0.07883018
4.31,-0.002615675
4.315,-0.084256527
4.32,-0.165448628
4.325,-0.245473251
4.33,-0.323640554
4.335,-0.399216746
4.34,-0.471700282
4.345,-0.540393383
4.35,-0.604723049
4.355,-0.664067136
4.36,-0.717886516
4.365,-0.76572686
4.37,-0.807128821
4.375,-0.841725889
4.38,-0.869356221
4.385,-0.889800085
4.39,-0.902793395
4.395,-0.908216174
4.4,-0.90598815
4.405,-0.896289831
4.41,-0.87918711
4.415,-0.854801033
4.42,-0.823260728
4.425,-0.784937105
4.43,-0.740264252
4.435,-0.689409123
4.44,-0.632853504
4.445,-0.571127567
4.45,-0.504727661
4.455,-0.43409886
4.46,-0.359799613
4.465,-0.282515918
4.47,-0.202858804
4.475,-0.121478366
4.48,-0.039103521
4.485,0.04369618
4.49,0.126150999
4.495,0.207460003
4.5,0.287076601
4.505,0.364269468
4.51,0.438298632
4.515,0.508578604
4.52,0.57439921
4.525,0.635249761
4.53,0.690555499
4.535,0.739798286
4.54,0.782639373
4.545,0.818637636
4.55,0.847458046
4.555,0.868835686
4.56,0.882734916
4.565,0.889037078
4.57,0.887554
4.575,0.878439859
